record_id,date,property,description,amount_krw,card_type,posted_by,has_image,image_count,image_names,raw_body
4067986461,2025-01-22,BS,사무실 간식비,28130,Corporate Card,John Park,TRUE,1,John Park_20250122_135417_1.jpg,"1월22일 사무실 간식비 28,130원 법인카드"
4067990470,2025-01-22,BS,& Gaya 점심비,40000,Corporate Card,John Park,TRUE,1,John Park_20250122_135519_1.jpg,"1월22일 John & Gaya 점심비 40,000원 법인카드"
4070195755,2025-01-23,BS,& Gaya 점심비,30800,Corporate Card,John Park,TRUE,1,John Park_20250123_131820_1.jpg,"1월23일 John & Gaya 점심비 30,800원 법인카드"
4070852081,2025-01-23,BS,사무실커피,19570,Samsung Card,Gaya,TRUE,1,Screenshot_20250123_160511.jpg,2025년1월23일 사무실커피 19570원 삼카
4072965440,2025-01-24,BS,& Gaya 점심비,42000,Corporate Card,John Park,TRUE,1,John Park_20250124_150009_1.jpg,"1월24일 John & Gaya 점심비 42,000원 법인카드"
4074299098,2025-01-26,BS,사무실 세제,41430,Hyun Card (Debit),Gaya,TRUE,1,Screenshot_20250126_110335.jpg,2025년1월26일 사무실 세제 41430원 현카
4077074618,2025-01-31,BS,& Gaya 점심비,28000,Corporate Card,John Park,TRUE,1,John Park_20250131_161623_1.jpg,"1월31일 John & Gaya 점심비 28,000원 법인카드"
4083090537,2025-02-04,BS,& Gaya 점심비,30000,Corporate Card,John Park,TRUE,1,John Park_20250204_185507_1.jpg,"2월4일 John & Gaya 점심비 30,000원 법인카드"
4084601432,2025-02-05,BS,사무실 간식비,19980,Corporate Card,John Park,FALSE,0,,"2월5일 사무실 간식비 19,980원 법인카드"
4084603004,2025-02-05,BS,,,Not Specified,John Park,TRUE,1,John Park_20250205_145434_1.jpg,
4089121985,2025-02-07,BS,2월7일- John&Gaya 점심비,21000,Corporate Card,John Park,TRUE,1,John Park_20250207_143844_1.jpg,"2월7일- John&Gaya 점심비 21,000원 법인카드"
4093143604,2025-02-10,BS,사무실 임원 회식,99700,Corporate Card,John Park,TRUE,1,John Park_20250211_004603_1.jpg,"2월 10일 사무실 임원 회식 99,700원 법인카드"
4094522880,2025-02-11,BS,John&Gaya 점심비,27000,Corporate Card,John Park,TRUE,1,John Park_20250211_152037_1.jpg,"2월11일 John&Gaya 점심비 27,000원 법인카드"
4096686814,2025-02-12,BS,John&Gaya 점심비,18000,Corporate Card,John Park,TRUE,1,John Park_20250212_144051_1.jpg,"2월12일 John&Gaya 점심비 18,000원 법인카드"
4099295936,2025-02-13,BS,사무실 간식,9500,Coupang (Online),John Park,TRUE,1,Screenshot_20250213_155510.jpg,"2월13일 사무실 간식 9,500원 쿠팡"
4099306246,2025-02-13,BS,John&Gaya 점심비,23000,Corporate Card,John Park,TRUE,1,20250213_155731.jpg,"2월13일 John&Gaya 점심비 23,000원 법인카드"
4101205112,2025-02-14,BS,중식,27700,Hyun Card (Debit),Gaya,TRUE,1,Screenshot_20250214_143016_Coupang Eats.jpg,2025년2월14일 중식 27700원 현카
4102153658,2025-02-14,BS,사무실 임원 회식,260000,Corporate Card,John Park,TRUE,1,John Park_20250214_232715_1.jpg,"2월14일 사무실 임원 회식 260,000원 법인카드"
4104150370,2025-02-17,BS,& Gaya 점심비,19500,Corporate Card,John Park,TRUE,1,John Park_20250217_144451_1.jpg,"2월17일 John & Gaya 점심비 19,500원 법인카드"
4104154701,2025-02-17,BS,사무실 간식비,20390,Corporate Card,John Park,TRUE,1,John Park_20250217_144620_1.jpg,"2월 17일 사무실 간식비 20,390원 법인카드"
4105165778,2025-02-17,BS,사무실 임원 회식,84000,Corporate Card,John Park,TRUE,1,John Park_20250218_000232_1.jpg,"2월17일 사무실 임원 회식 84,000원 법인카드"
4107333802,2025-02-18,BS,John&Gaya 점심비,37000,Corporate Card,John Park,FALSE,0,,"2월18일 John&Gaya 점심비 37,000원 법인카드"
4107334514,2025-02-18,BS,,,Not Specified,John Park,TRUE,1,John Park_20250218_183733_1.jpg,
4107335920,2025-02-18,BS,간식비,9100,Corporate Card,John Park,TRUE,1,John Park_20250218_183753_1.jpg,"2월18일 간식비 9,100원 법인카드"
4110754487,2025-02-20,BS,점심비,6900,Corporate Card,John Park,TRUE,1,John Park_20250220_123710_1.jpg,"2월20일 John 점심비 6,900원 법인카드"
4111495680,2025-02-20,BS,연남동사무실 공간박스,178940,Samsung Card,Gaya,TRUE,1,사무실공간박스.jpg,2025년2월20일 연남동사무실 공간박스 178940원 삼카
4115483072,2025-02-24,BS,사무실 도시가시 --------------- ◎2024년 07월 ~ 2025년 02월까지 미납금,250320,Not Specified,Gaya,FALSE,0,,"2025년2월24일 사무실 도시가시
---------------
◎2024년 07월 ~ 2025년 02월까지 미납금 250,320원

우리은행 : [2981-6289-8186](tel:2981-6289-8186)-33"
4115483670,2025-02-24,BS,사무실 도시가시 --------------- ◎2024년 07월 ~ 2,,Not Specified,Gaya,FALSE,0,,2025년2월24일 사무실 도시가시 --------------- ◎2024년 07월 ~ 2
4118370237,2025-02-25,BS,John&Gaya 점심비,29000,Corporate Card,John Park,TRUE,1,John Park_20250225_131626_1.jpg,"2월25일 John&Gaya 점심비 29,000원 법인카드"
4120954746,2025-02-26,BS,John&Gaya 점심비,36400,Corporate Card,John Park,TRUE,1,John Park_20250226_142219_1.jpg,"2월26일 John&Gaya 점심비 36,400원 법인카드"
4126549860,2025-02-28,BS,"John, Gaya 점심비",28000,Corporate Card,John Park,TRUE,1,John Park_20250228_214624_1.jpg,"2월28일 John, Gaya 점심비 28,000원 법인카드"
4129087085,2025-03-04,BS,점심비,6900,Corporate Card,John Park,TRUE,1,John Park_20250304_135059_1.jpg,"3월4일 John 점심비 6,900원 법인카드"
4130595192,2025-03-05,BS,사무실 음료수,11460,Corporate Card,John Park,TRUE,1,John Park_20250305_092231_1.jpg,"3월4일 사무실 음료수 11,460원 법인카드"
4131062059,2025-03-05,BS,사무실 음료,36470,Samsung Card,Gaya,TRUE,1,Screenshot_20250305_111606.jpg,2025년3월5일 사무실 음료 36470원 삼카
4131700699,2025-03-05,BS,방충약제,146900,Samsung Card,Gaya,TRUE,1,Screenshot_20250305_143846_Chrome.jpg,2025년3월5일 방충약제 146900원 삼카
4131746741,2025-03-05,BS,John&Gaya 식비,20000,Corporate Card,John Park,TRUE,1,John Park_20250305_143838_1.jpg,"3월5일 John&Gaya 식비 20,000원 법인카드"
4134979026,2025-03-06,BS,John&Gaya 식비,29000,Corporate Card,John Park,TRUE,1,John Park_20250306_183331_1.jpg,"3월6일 John&Gaya 식비 29,000원 법인카드"
4139484081,2025-03-10,BS,사무실 열쇠함,36080,Hyun Card (Debit),Gaya,TRUE,1,Screenshot_20250310_143721.jpg,2025년3월10일 사무실 열쇠함 36080원 현카
4141769928,2025-03-11,BS,John&Gaya 식비,26000,Corporate Card,John Park,TRUE,1,John Park_20250311_141544_1.jpg,"3월11일 John&Gaya 식비 26,000원 법인카드"
4144925174,2025-03-12,BS,John&Gaya 식비,21600,Corporate Card,John Park,TRUE,1,John Park_20250312_173733_1.jpg,"3월12일 John&Gaya 식비 21,600원 법인카드"
4146221197,2025-03-13,BS,John&Gaya 식비,48000,Corporate Card,John Park,TRUE,1,John Park_20250313_131548_1.jpg,"3월13일 John&Gaya 식비 48,000원 법인카드"
4149208904,2025-03-14,BS,식비,6900,Corporate Card,John Park,TRUE,1,John Park_20250314_164651_1.jpg,"3월14일 John 식비 6,900원 법인카드"
4149659051,2025-03-14,BS,직원 회식,126000,Corporate Card,John Park,TRUE,1,John Park_20250315_002124_1.jpg,"3월14일 직원 회식 126,000원 법인카드"
4152066137,2025-03-17,BS,사무실 간식,9970,Samsung Card,John Park,TRUE,1,Screenshot_20250317_170036.jpg,"3월 17일 사무실 간식 9,970원 삼성카드"
4153575021,2025-03-18,BS,John&Gaya 식비,31000,Corporate Card,John Park,TRUE,1,John Park_20250318_135532_1.jpg,"3월18일 John&Gaya 식비 31,000원 법인카드"
4156069416,2025-03-19,BS,John&Gaya 식비,44000,Corporate Card,John Park,TRUE,1,John Park_20250319_144203_1.jpg,"3월 19일 John&Gaya 식비 44,000원 법인카드"
4157704150,2025-03-20,BS,사무실 간식,69760,Corporate Card,Gaya,TRUE,1,사무실간식.jpg,2025년3월20일 사무실 간식 69760원 법카
4158070753,2025-03-20,BS,John&Gaya 식비,24000,Corporate Card,John Park,TRUE,1,John Park_20250320_133115_1.jpg,"3월20일 John&Gaya 식비 24,000원 법인카드"
4160380584,2025-03-21,BS,John&Gaya 식비,20000,Corporate Card,John Park,TRUE,1,John Park_20250321_140305_1.jpg,"3월21일 John&Gaya 식비 20,000원 법인카드"
4163862375,2025-03-24,BS,사무실 음료,16440,Corporate Card,John Park,TRUE,1,John Park_20250324_162832_1.jpg,"3월 24일 사무실 음료 16,440원 법인카드"
4164637675,2025-03-25,BS,직원 회식,95000,Corporate Card,John Park,TRUE,1,John Park_20250325_090930_1.jpg,"3월24일 직원 회식 95,000원 법인카드"
4165338997,2025-03-25,BS,아메니티,75000,Samsung Card,Gaya,TRUE,1,배니티.jpg,2025년3월25일 아메니티 75000원 삼카
4165843650,2025-03-25,BS,John&Gaya 식비,36500,Corporate Card,John Park,TRUE,1,John Park_20250325_150134_1.jpg,"3월25일 John&Gaya 식비 36,500원 법인카드"
4168976008,2025-03-26,BS,John&Gaya 식비,26000,Corporate Card,John Park,TRUE,1,John Park_20250326_194049_1.jpg,"3월 26일 John&Gaya 식비 26,000원 법인카드"
4172465358,2025-03-28,BS,John&Gaya 식비,18000,Not Specified,John Park,TRUE,1,John Park_20250328_135720_1.jpg,"3월 28일 John&Gaya 식비 18,000원"
4177681802,2025-04-01,BS,John&Gaya 식비,31000,Corporate Card,John Park,TRUE,1,John Park_20250401_132424_1.jpg,"4월 1일 John&Gaya 식비 31,000원 법인카드"
4179509413,2025-04-02,BS,라벨프린터기,115800,Hyun Card (Debit),Gaya,TRUE,1,Screenshot_20250402_102003_Chrome.jpg,2025년4월2일 라벨프린터기 115800원 현카
4180601782,2025-04-02,BS,지도액자,572000,KB Kookmin Card,Gaya,TRUE,1,지도액자.jpg,"2025년4월2일 지도액자 572000원 

KB국민 470-21-0002-616 전우영금강아트

입금주 조이하슬라"
4180602569,2025-04-02,BS,지도액자,572000,KB Kookmin Card,Gaya,FALSE,0,,2025년4월2일 지도액자 572000원   KB국민 470-21-0002-616 전우영금
4183716859,2025-04-03,BS,"John, Gaya, Jeff 식비",41000,Corporate Card,John Park,TRUE,1,John Park_20250404_003930_1.jpg,"4월 3일 John, Gaya, Jeff 식비 41,000원 법인카드"
4183716967,2025-04-03,BS,교통비,21000,Corporate Card,John Park,TRUE,1,John Park_20250404_004139_1.jpg,"4월 3일 John 교통비 21,000원 법인카드"
4185802306,2025-04-04,BS,John&Gaya 식비,17000,Corporate Card,John Park,TRUE,1,John Park_20250404_230618_1.jpg,"4월 4일 John&Gaya 식비 17,000원 법인카드"
4188740090,2025-04-07,BS,식비,6900,Corporate Card,John Park,TRUE,1,John Park_20250407_210409_1.jpg,"4월 7일 John 식비 6,900원 법인카드"
4192584483,2025-04-09,BS,식비,6900,Corporate Card,John Park,TRUE,1,John Park_20250409_152750_1.jpg,"4월 9일 John 식비 6,900원, 사무실 음료 4,880원 법인카드"
4193357450,2025-04-09,BS,John&Gaya 식비,54000,Corporate Card,John Park,TRUE,1,John Park_20250409_204121_1.jpg,"4월 9일 John&Gaya 식비 54,000원 법인카드"
4197925780,2025-04-12,BS,아메니티,75000,Hyun Card (Debit),Gaya,TRUE,1,Screenshot_20250412_101844_Chrome.jpg,2025년4월12일 아메니티 75000원 현카
4199911428,2025-04-14,BS,John&Gaya 식비,18000,Corporate Card,John Park,TRUE,1,John Park_20250414_153852_1.jpg,"4월 14일 John&Gaya 식비 18,000원 법인카드"
4200339761,2025-04-14,BS,사무실 음료,10710,Corporate Card,Gaya,TRUE,1,Screenshot_20250414_173610.jpg,2025년4월14일 사무실 음료 10710원 법카
4200621594,2025-04-14,BS,직원 회식,109400,Corporate Card,John Park,TRUE,1,John Park_20250414_231933_1.jpg,"4월 14일 직원 회식 109,400원 법인카드"
4200621782,2025-04-14,BS,교통비,18000,Corporate Card,John Park,TRUE,1,John Park_20250414_232046_1.jpg,"4월 14일 John 교통비 18,000원 법인카드"
4206939946,2025-04-17,BS,John&Gaya 식비,18500,Corporate Card,John Park,TRUE,1,John Park_20250417_163039_1.jpg,"4월 17일 John&Gaya 식비 18,500원 법인카드"
4208553416,2025-04-18,BS,사무실비품,78460,Samsung Card,Gaya,TRUE,1,Screenshot_20250418_135037.jpg,2025년4월18일 사무실비품 78460원 삼카
4210095795,2025-04-19,BS,휴대용 짐가방 저울 12개,65280,Samsung Card,Gaya,TRUE,1,Screenshot_20250420_081905.jpg,2025년4월20일 휴대용 짐가방 저울 12개 65280원 삼카
4212008268,2025-04-21,BS,사무실 음료수,14960,Corporate Card,John Park,TRUE,1,John Park_20250421_161405_1.jpg,"4월 21일 사무실 음료수 14,960원 법인카드"
4212011673,2025-04-21,BS,식비,5500,Corporate Card,John Park,TRUE,1,John Park_20250421_161508_1.jpg,"4월 21일 John 식비 5,500원 법인카드"
4212912648,2025-04-22,BS,사무실 간식,21350,Samsung Card,John Park,TRUE,1,Screenshot_20250422_093430_Coupang.jpg,"4월 22일 사무실 간식 21,350원 삼카"
4213788171,2025-04-22,BS,John&Gaya 식비,24000,Corporate Card,John Park,TRUE,1,John Park_20250422_135733_1.jpg,"4월 22일 John&Gaya 식비 24,000원 법인카드"
4218224826,2025-04-24,BS,John&Gaya 식비,22000,Corporate Card,John Park,TRUE,1,John Park_20250424_124114_1.jpg,"4월 24일 John&Gaya 식비 22,000원 법인카드"
4220910877,2025-04-25,BS,John&Gaya 식비,31000,Corporate Card,John Park,TRUE,1,John Park_20250425_145513_1.jpg,"4월 25일 John&Gaya 식비 31,000원 법인카드"
4224342921,2025-04-28,BS,John&Gaya 식비,32000,Corporate Card,John Park,TRUE,1,John Park_20250428_165806_1.jpg,"4월 28일 John&Gaya 식비 32,000원 법인카드"
4228205356,2025-04-30,BS,식비,6000,Corporate Card,John Park,TRUE,1,John Park_20250430_133840_1.jpg,"4월 30일 John 식비 6,000원 법인카드"
4237085024,2025-05-08,BS,John&Gaya 식비,23000,Corporate Card,John Park,TRUE,1,John Park_20250508_132237_1.jpg,"5월 8일 John&Gaya 식비 23,000원 법인카드"
4255411083,2025-05-19,BS,사무실 책상,88880,Samsung Card,Gaya,TRUE,1,Screenshot_20250519_180907_Coupang.jpg,2025년5월19일 사무실 책상 88880원 삼카
4322044270,2025-06-27,BS,아메니티,80000,Hyun Card (Debit),Gaya,TRUE,1,Screenshot_20250627_180733_Chrome.jpg,2025년6월27일 아메니티 80000원 현카
4322154138,2025-06-27,BS,세제,16400,Hyun Card (Debit),Gaya,TRUE,1,Screenshot_20250627_194030_Coupang.jpg,2025년6월27일 세제 16400원 현카
4323915620,2025-06-30,BS,점심식사 /W @Gaya,,Not Specified,Kevin (left),TRUE,1,camera8175669612204766750.jpg,2025년 6월30일 점심식사 /W ﻿@Gaya
4325798554,2025-07-01,BS,방충용품일체,183940,Hyun Card (Debit),Gaya,TRUE,4,Screenshot_20250701_095441_Coupang.jpg|Screenshot_20250701_100609_Chrome.jpg|Screenshot_20250701_100623_Chrome.jpg|Screenshot_20250701_100635_Chrome.jpg,2025년7월1일 방충용품일체 183940원 현카
4325995107,2025-07-01,BS,식사 with gaya,,Not Specified,Kevin (left),FALSE,0,,식사 with gaya
4325996618,2025-07-01,BS,,,Not Specified,Kevin (left),TRUE,1,camera3237146426014292297.jpg,
4326516098,2025-07-01,BS,,,Not Specified,Kevin (left),TRUE,1,camera9169184842582992285.jpg,
4326547362,2025-07-01,BS,@kevin 날짜 / 숙소 / 내역 / 금액 / 사용카드종류(법인카드 or 개인카드),,Corporate Card,Gaya,FALSE,0,,"@kevin﻿ 

날짜 / 숙소  / 내역 / 금액 / 사용카드종류(법인카드 or 개인카드)"
4327665430,2025-07-01,BS,2025년 차량주유,40000,Corporate Card,Kevin (left),TRUE,3,camera7752196095473852155.jpg|camera900301994819238492.jpg|camera4096084445501734897.jpg,2025년 차량주유 4만원 법카
4327667005,2025-07-01,BS,7월1일,,Not Specified,Kevin (left),FALSE,0,,7월1일
4335312737,2025-07-05,BS,차량주유,40000,Corporate Card,Kevin (left),TRUE,2,camera8503023531965762550.jpg|camera4807406447660415343.jpg,2025.07.05 차량주유 40000원 법카
4335487666,2025-07-06,BS,2025.0706. 사무실. 전기 익스텐션 코드 재료구입,27500,Corporate Card,Kevin (left),TRUE,2,camera8536408956951460910.jpg|camera746993664959931964.jpg,2025.0706. 사무실. 전기 익스텐션 코드 재료구입 27500원 법카.
4339158941,2025-07-08,BS,비품,80700,Samsung Card,Gaya,TRUE,1,Screenshot_20250708_131130_Coupang.jpg,"2025년7월8일 비품 80,700원 삼카"
4340461339,2025-07-08,BS,2025.0708. 차량주유,30000,Corporate Card,Kevin (left),TRUE,1,camera2357572194975521940.jpg,2025.0708. 차량주유 30000원 법카
4341091042,2025-07-09,BS,작업공구 세트,315700,Samsung Card,Gaya,TRUE,1,화면 캡처 2025-07-09 103201.jpg,2025년7월9일 작업공구 세트 315700원 삼카
4344830011,2025-07-10,BS,바디스펀지,150000,Samsung Card,Gaya,TRUE,1,Screenshot_20250710_163345_Chrome.jpg,2025년7월10일 바디스펀지 150000원 삼카
4346933415,2025-07-11,BS,2025.0711. 주유. Kevin,40000,Corporate Card,Kevin (left),TRUE,1,camera8163298815191898513.jpg,2025.0711. 주유. Kevin 40000원. 법카
4351566858,2025-07-15,BS,2025.0715. 주유,40000,Corporate Card,Kevin (left),TRUE,1,camera3306984194776767476.jpg,2025.0715. 주유 40000원 법카
4352688732,2025-07-15,BS,2025.0715. Kevin 점심.10000원 법카,10000,Corporate Card,Kevin (left),TRUE,1,camera7304346113787383234.jpg,2025.0715. Kevin 점심.10000원 법카
4352761466,2025-07-15,BS,화요일 차량 방향제,37500,Samsung Card,Gaya,TRUE,1,Screenshot_20250715_181205_Coupang.jpg,2025년7월15일 화요일 차량 방향제  37500원 삼카
4352803606,2025-07-15,BS,,,Not Specified,Ricky,TRUE,1,Ricky jun hyunh cho_20250715_183326.jpg,
4353655965,2025-07-16,BS,전기자재,24400,Samsung Card,Gaya,TRUE,1,Screenshot_20250716_111211_Coupang.jpg,2025년7월16일 전기자재 24400원 삼카
4353663357,2025-07-16,BS,전기자재,11400,Samsung Card,Gaya,TRUE,1,Screenshot_20250716_111414_Coupang.jpg,2025년7월16일 전기자재 11400원 삼카
4354011360,2025-07-16,BS,청소비품,30320,Samsung Card,Gaya,TRUE,1,Screenshot_20250716_132203_Coupang.jpg,2025년7월16일 청소비품 30320원 삼카 COZE
4354337231,2025-07-16,BS,2025.0716. @Gaya with 점심.18000원. 커피는 영수증 없습니다. 법카,18000,Corporate Card,Kevin (left),TRUE,1,camera5431302568634910881.jpg,2025.0716. @Gaya with 점심.18000원. 커피는 영수증 없습니다. 법카
4358839467,2025-07-18,BS,2025.0718 Yt kevin 점심.,16000,Personal Card,Kevin (left),TRUE,1,camera4443273235476159983.jpg,2025.0718 Yt kevin 점심. 16000원 개인카드
4358841239,2025-07-18,YT,점심 개인지출,,Personal Card,June,TRUE,1,20250718_140018.jpg,2025.07.18 YT JONE 점심 개인지출
4360542845,2025-07-20,BS,2025.0720. 주유,40000,Corporate Card,Kevin (left),TRUE,1,camera6677056557484033250.jpg,2025.0720. 주유 40000원 법카
4360543520,2025-07-20,BS,2025.0720 kevin @June Yeonjun Kim 점심 음료.,25000,Corporate Card,Kevin (left),TRUE,1,camera2168547348840329052.jpg,2025.0720 kevin ﻿@June Yeonjun Kim﻿ 점심 음료. 25000원 8800원 법카
4363405585,2025-07-22,BS,음료수 개인결재,,Personal Card,June,TRUE,1,20250722_103042.jpg,2025 07 22 BS JUNE 음료수 개인결재
4363502778,2025-07-22,BS,커피,75000,Samsung Card,Gaya,TRUE,1,Screenshot_20250722_105415_Chrome.jpg,2025년7월22일 커피 75000원 삼카
4365237064,2025-07-22,BS,2025.0722. BS 점심 @Gaya @June Yeonjun Kim @Ricky jun hyunh cho @kevin,53000,Corporate Card,Kevin (left),TRUE,1,camera130661492264781720.jpg,2025.0722. BS 점심 ﻿@Gaya﻿ ﻿@June Yeonjun Kim﻿ ﻿@Ricky jun hyunh cho﻿ @kevin  53000원 법카.
4365237511,2025-07-22,BS,2025.0722. Sa kevin 음료.,2400,Corporate Card,Kevin (left),TRUE,1,camera8225536227139536982.jpg,2025.0722. Sa kevin 음료. 2400원. 법카
4368321082,2025-07-24,BS,2025.0723. Yt 전기기사와음료.3200원 ht,3200,Not Specified,Kevin (left),TRUE,1,camera49792014036972637.jpg,2025.0723. Yt 전기기사와음료.3200원 ht 3800원.
4369971465,2025-07-24,BS,2025.0724. BS 점심 음료,9500,Corporate Card,Kevin (left),TRUE,2,camera8388095389183406148.jpg|camera6281816602195965280.jpg,2025.0724. BS 점심 음료 9500원 2900원 법카
4371611093,2025-07-25,SA,점심,14600,Not Specified,June,TRUE,2,20250725_122931.jpg|20250725_122821.jpg,"2025.07.25 SA 점심 14,600원"
4376139264,2025-07-29,YT,점심,10000,Not Specified,June,TRUE,1,20250729_132904.jpg,"2025.07.29 YT JUNE 점심 10,000원"
4377409420,2025-07-29,BS,인테리어공구,7500,Samsung Card,Gaya,TRUE,1,Screenshot_20250730_002732_Coupang.jpg,2025년7월30일 인테리어공구 7500원 삼카
4377410033,2025-07-29,BS,인테리어공구,129400,Corporate Card,Gaya,TRUE,1,Screenshot_20250730_003113_Chrome.jpg,2025년7월30일 인테리어공구 129400원 법카
4380706052,2025-07-31,BS,& GAYA 점심,26000,Samsung Card,June,TRUE,1,20250731_122030.jpg,2025 07 31 JUNE & GAYA 점심 26000 삼카
4380708877,2025-07-31,BS,25 07 31 업무폰 AS (액정+배터리 교체),190000,Not Specified,June,TRUE,1,20250731_132836.jpg,"25 07 31 업무폰 AS (액정+배터리 교체) 190,000원"
4382323779,2025-08-01,BS,주유,50000,Samsung Card,June,TRUE,1,20250801_091131.jpg,"25.08.01 주유 50,000원 삼카"
4387225121,2025-08-05,YT,점심,15000,Not Specified,June,TRUE,1,20250804_125551.jpg,"25.08.04 YT JUNE 점심 15,000원"
4387228048,2025-08-05,SA,택시(이동),8900,Not Specified,June,TRUE,1,20250804_180740.jpg,"25.08.04 SA JUNE 택시(이동) 8,900원"
